Date,Open,High,Low,Close
12/30/2010,"2,665.68","2,671.11","2,661.83","2,662.98"
12/29/2010,"2,667.18","2,671.23","2,664.51","2,666.93"
12/28/2010,"2,671.85","2,673.02","2,658.21","2,662.88"
12/27/2010,"2,657.09","2,670.57","2,645.38","2,667.27"
12/23/2010,"2,667.42","2,671.63","2,661.17","2,665.60"
12/22/2010,"2,669.00","2,675.26","2,666.63","2,671.48"
12/21/2010,"2,658.94","2,669.01","2,655.95","2,667.61"
12/20/2010,"2,651.98","2,658.80","2,634.56","2,649.56"
12/17/2010,"2,643.35","2,651.35","2,637.08","2,642.97"
12/16/2010,"2,620.56","2,639.68","2,613.72","2,637.31"
12/15/2010,"2,625.81","2,643.11","2,613.15","2,617.22"
12/14/2010,"2,631.34","2,636.85","2,621.05","2,627.72"
12/13/2010,"2,645.35","2,647.12","2,624.56","2,624.91"
12/10/2010,"2,623.28","2,639.41","2,615.42","2,637.54"
12/09/2010,"2,623.15","2,624.84","2,606.24","2,616.67"
12/08/2010,"2,604.57","2,612.37","2,592.89","2,609.16"
12/07/2010,"2,623.15","2,623.60","2,597.45","2,598.49"
12/06/2010,"2,591.28","2,599.19","2,584.09","2,594.92"
12/03/2010,"2,569.02","2,593.68","2,567.88","2,591.46"
12/02/2010,"2,553.68","2,580.59","2,551.82","2,579.35"
12/01/2010,"2,535.19","2,558.29","2,534.81","2,549.43"
11/30/2010,"2,497.12","2,510.71","2,488.61","2,498.23"
11/29/2010,"2,522.24","2,531.03","2,496.83","2,525.22"
11/26/2010,"2,525.91","2,541.49","2,522.40","2,534.56"
11/24/2010,"2,519.89","2,545.41","2,515.48","2,543.12"
11/23/2010,"2,504.21","2,510.09","2,483.16","2,494.95"
11/22/2010,"2,509.39","2,532.02","2,501.30","2,532.02"
11/19/2010,"2,510.79","2,520.94","2,499.92","2,518.12"
11/18/2010,"2,504.41","2,526.83","2,502.50","2,514.40"
11/17/2010,"2,471.27","2,486.16","2,467.19","2,476.01"
11/16/2010,"2,494.21","2,503.29","2,459.79","2,469.84"
11/15/2010,"2,529.02","2,534.56","2,512.29","2,513.82"
11/12/2010,"2,540.47","2,552.24","2,506.40","2,518.21"
11/11/2010,"2,534.24","2,559.99","2,524.12","2,555.52"
11/10/2010,"2,564.31","2,578.78","2,545.46","2,578.78"
11/09/2010,"2,587.08","2,592.94","2,552.93","2,562.98"
11/08/2010,"2,570.86","2,583.30","2,566.78","2,580.05"
11/05/2010,"2,577.63","2,582.18","2,568.78","2,578.98"
11/04/2010,"2,569.27","2,579.62","2,564.05","2,577.34"
11/03/2010,"2,532.83","2,541.42","2,511.31","2,540.27"
11/02/2010,"2,525.94","2,534.88","2,518.29","2,533.52"
11/01/2010,"2,520.45","2,532.37","2,491.46","2,504.84"
10/29/2010,"2,505.99","2,517.50","2,505.86","2,507.41"
10/28/2010,"2,516.16","2,517.01","2,489.76","2,507.37"
10/27/2010,"2,484.09","2,505.35","2,478.01","2,503.26"
10/26/2010,"2,476.51","2,503.03","2,470.12","2,497.29"
10/25/2010,"2,491.62","2,507.03","2,490.11","2,490.85"
10/22/2010,"2,461.60","2,479.39","2,459.43","2,479.39"
10/21/2010,"2,470.72","2,482.14","2,436.34","2,459.67"
10/20/2010,"2,443.20","2,469.72","2,441.07","2,457.39"
10/19/2010,"2,442.21","2,469.33","2,422.14","2,436.95"
10/18/2010,"2,470.12","2,480.95","2,462.55","2,480.66"
10/15/2010,"2,461.70","2,468.77","2,438.03","2,468.77"
10/14/2010,"2,441.21","2,445.85","2,422.07","2,435.38"
10/13/2010,"2,432.55","2,452.54","2,426.52","2,441.23"
10/12/2010,"2,397.70","2,421.79","2,379.39","2,417.92"
10/11/2010,"2,403.46","2,413.03","2,397.57","2,402.33"
10/08/2010,"2,384.76","2,406.67","2,370.53","2,401.91"
10/07/2010,"2,391.63","2,392.76","2,368.25","2,383.67"
10/06/2010,"2,395.16","2,399.13","2,368.43","2,380.66"
10/05/2010,"2,368.52","2,402.42","2,366.06","2,399.83"
10/04/2010,"2,362.25","2,370.87","2,332.46","2,344.52"
10/01/2010,"2,386.82","2,389.45","2,359.32","2,370.75"
09/30/2010,"2,390.96","2,400.06","2,354.22","2,368.62"
09/29/2010,"2,372.37","2,382.15","2,366.19","2,376.56"
09/28/2010,"2,373.13","2,383.67","2,339.50","2,379.59"
09/27/2010,"2,379.73","2,386.01","2,368.65","2,369.77"
09/24/2010,"2,356.26","2,381.22","2,353.50","2,381.22"
09/23/2010,"2,316.71","2,353.79","2,316.11","2,327.08"
09/22/2010,"2,339.91","2,355.91","2,323.55","2,334.55"
09/21/2010,"2,355.27","2,366.76","2,341.82","2,349.35"
09/20/2010,"2,322.80","2,358.90","2,317.89","2,355.83"
09/17/2010,"2,318.42","2,320.37","2,301.82","2,315.61"
09/16/2010,"2,297.51","2,304.95","2,288.71","2,303.25"
09/15/2010,"2,283.17","2,304.60","2,276.32","2,301.32"
09/14/2010,"2,281.31","2,302.57","2,274.57","2,289.77"
09/13/2010,"2,263.80","2,289.49","2,263.61","2,285.71"
09/10/2010,"2,239.08","2,246.60","2,229.12","2,242.48"
09/09/2010,"2,251.09","2,252.02","2,229.80","2,236.20"
09/08/2010,"2,216.07","2,237.42","2,215.90","2,228.87"
09/07/2010,"2,227.26","2,231.28","2,206.62","2,208.89"
09/03/2010,"2,227.96","2,235.57","2,213.56","2,233.75"
09/02/2010,"2,178.99","2,200.01","2,173.71","2,200.01"
09/01/2010,"2,142.75","2,177.50","2,141.95","2,176.84"
08/31/2010,"2,109.76","2,128.90","2,101.52","2,114.03"
08/30/2010,"2,145.76","2,154.47","2,119.93","2,119.97"
08/27/2010,"2,134.16","2,154.99","2,099.29","2,153.63"
08/26/2010,"2,148.49","2,154.32","2,116.82","2,118.69"
08/25/2010,"2,109.15","2,148.35","2,102.26","2,141.54"
08/24/2010,"2,131.00","2,144.20","2,113.71","2,123.76"
