Date,Open,High,Low,Close
12/29/2015,"5,066.52","5,116.99","5,065.90","5,107.94"
12/28/2015,"5,032.29","5,041.27","4,999.07","5,040.99"
12/24/2015,"5,046.19","5,063.28","5,043.65","5,048.49"
12/23/2015,"5,025.55","5,046.09","5,020.44","5,045.93"
12/22/2015,"4,988.68","5,007.77","4,964.08","5,001.11"
12/21/2015,"4,957.53","4,968.92","4,928.93","4,968.92"
12/18/2015,"4,982.58","4,996.49","4,921.34","4,923.08"
12/17/2015,"5,087.17","5,088.57","5,002.56","5,002.55"
12/16/2015,"5,033.48","5,078.99","4,992.63","5,071.13"
12/15/2015,"4,991.21","5,026.54","4,986.98","4,995.36"
12/14/2015,"4,932.61","4,953.60","4,871.59","4,952.23"
12/11/2015,"4,979.77","4,996.19","4,928.67","4,933.47"
12/10/2015,"5,026.30","5,075.65","5,019.31","5,045.17"
12/09/2015,"5,077.21","5,106.36","5,000.13","5,022.87"
12/08/2015,"5,050.52","5,111.73","5,045.73","5,098.24"
12/07/2015,"5,139.46","5,139.78","5,082.23","5,101.81"
12/04/2015,"5,050.93","5,147.00","5,043.49","5,142.27"
12/03/2015,"5,143.16","5,144.59","5,011.72","5,037.53"
12/02/2015,"5,158.82","5,176.77","5,117.15","5,123.22"
12/01/2015,"5,129.64","5,156.31","5,120.17","5,156.31"
11/30/2015,"5,139.58","5,141.36","5,098.70","5,108.67"
11/27/2015,"5,121.93","5,134.35","5,108.51","5,127.52"
11/25/2015,"5,106.87","5,124.09","5,101.18","5,116.14"
11/24/2015,"5,070.66","5,110.75","5,050.14","5,102.81"
11/23/2015,"5,106.72","5,128.08","5,084.85","5,102.48"
11/20/2015,"5,096.96","5,112.46","5,094.32","5,104.92"
11/19/2015,"5,078.68","5,092.46","5,067.27","5,073.64"
11/18/2015,"5,004.61","5,078.80","5,001.67","5,075.20"
11/17/2015,"4,991.71","5,023.45","4,975.74","4,986.01"
11/16/2015,"4,916.14","4,984.91","4,908.66","4,984.62"
11/13/2015,"4,980.86","4,989.06","4,925.35","4,927.88"
11/12/2015,"5,043.10","5,062.49","5,004.47","5,005.08"
11/11/2015,"5,098.13","5,111.19","5,066.68","5,067.02"
11/10/2015,"5,068.55","5,086.89","5,051.22","5,083.24"
11/09/2015,"5,128.94","5,133.44","5,066.11","5,095.30"
11/06/2015,"5,124.04","5,147.12","5,092.87","5,147.12"
11/05/2015,"5,144.15","5,154.86","5,098.49","5,127.74"
11/04/2015,"5,155.62","5,162.57","5,122.78","5,142.48"
11/03/2015,"5,114.31","5,163.47","5,109.68","5,145.13"
11/02/2015,"5,065.64","5,130.52","5,061.47","5,127.15"
10/30/2015,"5,079.76","5,085.22","5,053.75","5,053.75"
10/29/2015,"5,071.04","5,084.63","5,066.89","5,074.27"
10/28/2015,"5,040.38","5,095.69","5,019.60","5,095.69"
10/27/2015,"5,018.99","5,040.08","5,009.07","5,030.15"
10/26/2015,"5,030.80","5,045.16","5,012.74","5,034.70"
10/23/2015,"5,024.38","5,048.56","4,999.54","5,031.86"
10/22/2015,"4,875.96","4,926.98","4,861.80","4,920.05"
10/21/2015,"4,903.98","4,904.85","4,836.46","4,840.12"
10/20/2015,"4,900.02","4,909.37","4,866.60","4,880.97"
