Date,Open,High,Low,Close
12/29/2017,"6,952.61","6,954.98","6,903.39","6,903.39"
12/28/2017,"6,953.38","6,954.81","6,936.75","6,950.16"
12/27/2017,"6,941.45","6,955.38","6,931.34","6,939.34"
12/26/2017,"6,928.92","6,942.14","6,915.56","6,936.25"
12/22/2017,"6,958.02","6,962.26","6,944.45","6,959.96"
12/21/2017,"6,972.88","6,992.63","6,961.20","6,965.36"
12/20/2017,"6,991.26","6,991.25","6,935.42","6,960.96"
12/19/2017,"6,991.25","6,995.88","6,951.49","6,963.85"
12/18/2017,"6,980.40","7,003.89","6,975.54","6,994.76"
12/15/2017,"6,871.55","6,945.82","6,871.45","6,936.58"
12/14/2017,"6,887.39","6,901.13","6,851.63","6,856.53"
12/13/2017,"6,880.41","6,897.62","6,871.87","6,875.80"
12/12/2017,"6,872.72","6,884.81","6,856.30","6,862.32"
12/11/2017,"6,847.64","6,879.80","6,844.88","6,875.08"
12/08/2017,"6,859.95","6,870.48","6,831.61","6,840.08"
12/07/2017,"6,785.74","6,829.29","6,778.20","6,812.84"
12/06/2017,"6,742.07","6,787.42","6,734.13","6,776.38"
12/05/2017,"6,759.14","6,836.45","6,752.32","6,762.21"
12/04/2017,"6,897.14","6,899.23","6,770.69","6,775.37"
12/01/2017,"6,844.04","6,872.18","6,737.16","6,847.59"
11/30/2017,"6,852.80","6,888.65","6,838.48","6,873.97"
11/29/2017,"6,907.28","6,908.33","6,793.95","6,824.39"
11/28/2017,"6,893.72","6,914.19","6,866.21","6,912.36"
11/27/2017,"6,889.91","6,897.43","6,867.90","6,878.52"
11/24/2017,"6,878.11","6,890.02","6,873.74","6,889.16"
11/22/2017,"6,869.53","6,874.52","6,859.28","6,867.36"
11/21/2017,"6,820.55","6,862.66","6,820.02","6,862.48"
11/20/2017,"6,789.28","6,795.83","6,779.48","6,790.71"
11/17/2017,"6,794.45","6,797.75","6,777.43","6,782.79"
11/16/2017,"6,742.34","6,806.67","6,742.34","6,793.29"
11/15/2017,"6,700.68","6,725.32","6,667.31","6,706.21"
11/14/2017,"6,733.87","6,743.63","6,709.27","6,737.87"
11/13/2017,"6,727.39","6,766.30","6,723.43","6,757.60"
11/10/2017,"6,736.39","6,757.34","6,727.34","6,750.94"
11/09/2017,"6,737.45","6,758.93","6,687.28","6,750.05"
11/08/2017,"6,764.85","6,791.66","6,753.34","6,789.12"
11/07/2017,"6,785.44","6,795.52","6,750.34","6,767.78"
11/06/2017,"6,763.30","6,790.66","6,763.17","6,786.44"
11/03/2017,"6,737.09","6,765.14","6,712.93","6,764.44"
11/02/2017,"6,709.39","6,719.97","6,677.55","6,714.94"
11/01/2017,"6,758.64","6,759.66","6,691.48","6,716.53"
10/31/2017,"6,713.71","6,737.75","6,705.79","6,727.67"
10/30/2017,"6,693.77","6,727.39","6,677.15","6,698.96"
10/27/2017,"6,635.03","6,708.13","6,625.78","6,701.26"
10/26/2017,"6,567.59","6,582.76","6,550.03","6,556.77"
10/25/2017,"6,587.22","6,600.65","6,517.93","6,563.89"
10/24/2017,"6,598.61","6,611.91","6,582.06","6,598.43"
10/23/2017,"6,641.57","6,641.57","6,581.15","6,586.83"
10/20/2017,"6,633.37","6,640.03","6,622.92","6,629.05"
10/19/2017,"6,583.70","6,605.29","6,558.53","6,605.07"
10/18/2017,"6,634.26","6,635.52","6,613.55","6,624.22"
10/17/2017,"6,621.42","6,628.60","6,613.21","6,623.66"
10/16/2017,"6,622.55","6,632.50","6,607.04","6,624.00"
10/13/2017,"6,613.21","6,616.58","6,602.20","6,605.80"
10/12/2017,"6,594.76","6,613.50","6,586.32","6,591.51"
10/11/2017,"6,586.73","6,604.21","6,577.98","6,603.55"
10/10/2017,"6,602.49","6,608.30","6,561.78","6,587.25"
10/09/2017,"6,597.37","6,599.34","6,572.44","6,579.73"
10/06/2017,"6,566.95","6,590.18","6,566.84","6,590.18"
10/05/2017,"6,552.87","6,587.21","6,547.65","6,585.36"
10/04/2017,"6,521.96","6,546.46","6,513.12","6,534.63"
10/03/2017,"6,523.74","6,532.18","6,509.71","6,531.71"
10/02/2017,"6,506.08","6,527.22","6,484.14","6,516.72"
09/29/2017,"6,461.28","6,497.98","6,454.86","6,495.96"
09/28/2017,"6,437.96","6,456.23","6,427.66","6,453.45"
09/27/2017,"6,414.37","6,472.65","6,405.36","6,453.26"
09/26/2017,"6,391.85","6,405.00","6,364.57","6,380.16"
09/25/2017,"6,403.11","6,408.06","6,343.96","6,370.59"
09/22/2017,"6,401.44","6,429.54","6,400.82","6,426.92"
09/21/2017,"6,448.57","6,448.57","6,405.30","6,422.69"
09/20/2017,"6,459.74","6,466.05","6,414.23","6,456.04"
09/19/2017,"6,465.57","6,467.79","6,446.75","6,461.32"
09/18/2017,"6,460.10","6,477.77","6,438.41","6,454.64"
09/15/2017,"6,426.16","6,464.27","6,419.65","6,448.47"
09/14/2017,"6,439.46","6,455.32","6,424.04","6,429.08"
09/13/2017,"6,440.72","6,460.42","6,433.20","6,460.19"
09/12/2017,"6,448.81","6,455.02","6,429.54","6,454.28"
09/11/2017,"6,411.18","6,439.11","6,410.71","6,432.26"
09/08/2017,"6,389.65","6,391.41","6,354.96","6,360.19"
09/07/2017,"6,402.94","6,413.07","6,379.81","6,397.87"
09/06/2017,"6,394.35","6,407.40","6,356.20","6,393.31"
09/05/2017,"6,414.82","6,426.52","6,334.59","6,375.57"
09/01/2017,"6,442.17","6,449.65","6,417.87","6,435.33"
08/31/2017,"6,385.80","6,435.27","6,383.58","6,428.66"
08/30/2017,"6,308.68","6,374.48","6,303.57","6,368.31"
08/29/2017,"6,228.90","6,311.26","6,228.73","6,301.89"
08/28/2017,"6,286.01","6,292.26","6,267.85","6,283.02"
08/25/2017,"6,293.81","6,308.72","6,257.10","6,265.64"
08/24/2017,"6,294.82","6,302.84","6,244.57","6,271.33"
08/23/2017,"6,263.47","6,291.30","6,263.29","6,278.41"
08/22/2017,"6,241.21","6,302.84","6,241.21","6,297.48"
08/21/2017,"6,216.32","6,226.93","6,177.18","6,213.13"
08/18/2017,"6,222.46","6,254.22","6,193.38","6,216.53"
08/17/2017,"6,322.72","6,334.23","6,221.91","6,221.91"
08/16/2017,"6,348.11","6,374.56","6,330.27","6,345.11"
08/15/2017,"6,350.51","6,350.74","6,324.75","6,333.01"
08/14/2017,"6,306.11","6,346.82","6,305.55","6,340.23"
08/11/2017,"6,222.18","6,266.90","6,216.19","6,256.56"
08/10/2017,"6,312.65","6,318.28","6,214.41","6,216.87"
08/09/2017,"6,322.92","6,355.04","6,309.44","6,352.33"
08/08/2017,"6,373.33","6,423.34","6,355.88","6,370.46"
08/07/2017,"6,361.06","6,386.03","6,356.23","6,383.77"
08/04/2017,"6,350.79","6,361.49","6,329.73","6,351.56"
08/03/2017,"6,366.24","6,368.53","6,331.14","6,340.34"
08/02/2017,"6,393.10","6,394.21","6,313.43","6,362.65"
08/01/2017,"6,372.16","6,375.75","6,345.75","6,362.94"
07/31/2017,"6,394.69","6,396.59","6,338.79","6,348.12"
07/28/2017,"6,350.27","6,379.70","6,337.22","6,374.68"
07/27/2017,"6,459.76","6,460.84","6,318.62","6,382.19"
07/26/2017,"6,425.93","6,432.38","6,416.30","6,422.75"
07/25/2017,"6,407.59","6,425.45","6,396.88","6,412.17"
07/24/2017,"6,387.82","6,417.70","6,380.61","6,410.81"
07/21/2017,"6,383.05","6,388.78","6,365.12","6,387.75"
07/20/2017,"6,396.46","6,398.26","6,365.68","6,390.00"
07/19/2017,"6,363.24","6,387.73","6,362.18","6,385.04"
07/18/2017,"6,304.82","6,344.55","6,291.07","6,344.31"
07/17/2017,"6,320.35","6,330.97","6,307.34","6,314.43"
07/14/2017,"6,289.08","6,321.76","6,278.70","6,312.47"
07/13/2017,"6,269.10","6,281.45","6,251.26","6,274.44"
07/12/2017,"6,238.90","6,265.64","6,236.82","6,261.17"
07/11/2017,"6,171.25","6,200.58","6,149.87","6,193.30"
07/10/2017,"6,156.03","6,191.27","6,141.83","6,176.39"
07/07/2017,"6,111.21","6,164.94","6,111.22","6,153.08"
07/06/2017,"6,109.61","6,127.98","6,081.96","6,089.46"
07/05/2017,"6,122.06","6,163.62","6,100.42","6,150.86"
07/03/2017,"6,173.29","6,177.36","6,106.12","6,110.06"
06/30/2017,"6,166.84","6,170.63","6,129.04","6,140.42"
06/29/2017,"6,215.49","6,216.61","6,087.81","6,144.35"
06/28/2017,"6,173.10","6,238.29","6,144.80","6,234.41"
06/27/2017,"6,227.90","6,234.32","6,146.62","6,146.62"
06/26/2017,"6,292.73","6,303.45","6,233.43","6,247.15"
06/23/2017,"6,234.35","6,269.37","6,218.78","6,265.25"
06/22/2017,"6,239.15","6,257.68","6,221.97","6,236.69"
06/21/2017,"6,202.75","6,236.66","6,200.86","6,233.95"
06/20/2017,"6,229.62","6,234.01","6,186.94","6,188.03"
06/19/2017,"6,196.85","6,243.31","6,194.00","6,239.01"
06/16/2017,"6,154.28","6,161.56","6,125.50","6,151.76"
06/15/2017,"6,127.05","6,170.15","6,107.85","6,165.50"
06/14/2017,"6,237.46","6,237.53","6,153.55","6,194.89"
06/13/2017,"6,206.12","6,226.41","6,180.04","6,220.37"
06/12/2017,"6,153.56","6,183.81","6,110.66","6,175.46"
06/09/2017,"6,330.25","6,341.70","6,137.68","6,207.92"
06/08/2017,"6,311.74","6,324.06","6,282.93","6,321.76"
06/07/2017,"6,290.44","6,302.78","6,267.18","6,297.38"
06/06/2017,"6,281.88","6,304.21","6,269.86","6,275.06"
06/05/2017,"6,305.47","6,310.62","6,292.15","6,295.68"
06/02/2017,"6,261.59","6,308.76","6,253.77","6,305.80"
06/01/2017,"6,215.92","6,247.07","6,200.45","6,246.83"
05/31/2017,"6,221.63","6,221.98","6,164.07","6,198.52"
05/30/2017,"6,204.18","6,217.13","6,200.41","6,203.19"
05/26/2017,"6,207.04","6,211.52","6,196.66","6,210.19"
05/25/2017,"6,183.02","6,217.34","6,174.52","6,205.26"
05/24/2017,"6,154.18","6,166.09","6,139.34","6,163.02"
05/23/2017,"6,149.55","6,150.91","6,121.79","6,138.71"
05/22/2017,"6,098.25","6,135.92","6,097.24","6,133.62"
05/19/2017,"6,070.23","6,106.55","6,070.23","6,083.70"
05/18/2017,"5,998.46","6,073.45","5,996.82","6,055.13"
05/17/2017,"6,108.62","6,122.87","6,009.48","6,011.24"
05/16/2017,"6,160.52","6,170.16","6,139.10","6,169.87"
05/15/2017,"6,128.11","6,153.04","6,124.79","6,149.67"
05/12/2017,"6,119.28","6,122.84","6,105.42","6,121.23"
05/11/2017,"6,110.05","6,120.20","6,075.68","6,115.96"
05/10/2017,"6,121.64","6,131.64","6,103.87","6,129.14"
05/09/2017,"6,111.82","6,133.00","6,107.59","6,120.59"
05/08/2017,"6,100.66","6,106.12","6,083.06","6,102.66"
05/05/2017,"6,091.69","6,100.76","6,067.16","6,100.76"
05/04/2017,"6,075.06","6,080.82","6,054.32","6,075.34"
05/03/2017,"6,075.04","6,076.96","6,053.28","6,072.55"
05/02/2017,"6,102.51","6,102.72","6,081.56","6,095.37"
05/01/2017,"6,067.56","6,100.73","6,061.35","6,091.60"
04/28/2017,"6,072.87","6,074.04","6,040.71","6,047.61"
04/27/2017,"6,038.47","6,050.70","6,031.59","6,048.94"
04/26/2017,"6,028.12","6,040.90","6,021.72","6,025.23"
04/25/2017,"6,004.17","6,036.02","6,002.65","6,025.49"
04/24/2017,"5,979.96","5,989.91","5,970.25","5,983.82"
04/21/2017,"5,919.02","5,919.23","5,899.43","5,910.52"
04/20/2017,"5,887.87","5,926.23","5,880.20","5,916.78"
04/19/2017,"5,874.43","5,894.68","5,856.34","5,863.03"
04/18/2017,"5,838.59","5,860.04","5,828.57","5,849.47"
04/17/2017,"5,821.55","5,856.79","5,818.20","5,856.79"
